精美装修   采光很好  业主急售 带车位,锦华小区 _ 兴华南街,3室2厅 | 122.34平米 | 南 北 | 精装 | 7层  | 板楼,"VR看装修,房本满五年,随时看房,商业类",106万,单价8665元/平米
业主诚心出售，优质小三房，户型方正，看房方便,祝福红城 _ 石佛,3室2厅 | 88.44平米 | 南 | 简装 | 高楼层(共34层)  | 板塔结合,"VR看装修,房本满两年,随时看房,商业类",113万,单价12778元/平米
2010年双气多层，满五唯一，无贷款无抵押，华强广场,通和明镜台 _ 五龙口,3室2厅 | 96.45平米 | 南 北 | 简装 | 6层  | 板楼,"VR房源,房本满五年,随时看房,商业类",91万,单价9435元/平米
翰林桃李园精装两室，全屋定制，中间楼层采光好.,翰林国际城桃李园小区 _ 新郑大,2室2厅 | 81.61平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房,商业类",122万,单价14950元/平米
此房满两年 属于南户，采光充足，视野宽阔。,五龙新城香堤园 _ 五龙口,3室2厅 | 89.71平米 | 南 | 精装 | 30层  | 塔楼,"VR房源,房本满两年",132万,单价14715元/平米
郑州大学边双地铁口，精装修三居室，户型方正,升龙又一城1号院 _ 新郑大,3室2厅 | 88.1平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,"近地铁,VR房源,随时看房",140万,单价15892元/平米
郑州中 学家属院 户型方正 采光好  双气,郑州中学家属院 _ 石佛,2室2厅 | 93.5平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,"VR看装修,随时看房,商业类",120万,单价12835元/平米
三环内  大学科技园东区  双气大社区,电厂路2号院 _ 五龙口,2室2厅 | 83.85平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"VR看装修,房本满两年,随时看房",75万,单价8945元/平米
三环内，满五唯一，带电梯住宅复式,托斯卡纳 _ 五龙口,2室1厅 | 40.86平米 | 北 | 简装 | 20层  | 板塔结合,"VR房源,房本满五年,随时看房",46万,单价11258元/平米
地铁口，工大旁，精装修业主诚心出售,谦祥万和城二期 _ 新郑大,3室2厅 | 87.27平米 | 东南 | 精装 | 低楼层(共34层)  | 板楼,"近地铁,VR房源,房本满两年,随时看房",116万,单价13293元/平米
荣邦城很方正的户型没有之一，南北双阳台，户型方正，,荣邦城 _ 石佛,3室1厅 | 106.88平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,"VR看装修,房本满五年,随时看房",156万,单价14596元/平米
诚心出售。急售，急售.......................,睿智禧园 _ 石佛,1室1厅 | 55.92平米 | 西北 | 简装 | 中楼层(共17层)  | 板楼,"VR看装修,房本满两年,随时看房",75万,单价13413元/平米
满五不唯一，标准一室两厅住宅，交通方便，中间楼层,升龙又一城1号院 _ 新郑大,1室2厅 | 51.88平米 | 东北 | 简装 | 高楼层(共33层)  | 板塔结合,"近地铁,VR房源,房本满两年,随时看房",67.5万,单价13011元/平米
新芒果春天三房，实际面积比房本大，约有12平方多给,新芒果春天 _ 新郑大,3室2厅 | 84.17平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",116万,单价13782元/平米
华强的民水民电双气公寓适合自主,华强城市广场二期 _ 五龙口,1室1厅 | 45.91平米 | 南 | 其他 | 34层  | 板塔结合,"VR房源,房本满两年,随时看房",35万,单价7624元/平米
三环内 地铁口 商场旁 双气电梯小高层 精装三居,红河瀛园二期 _ 五龙口,3室2厅 | 119.83平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,"VR看装修,房本满五年,随时看房",142万,单价11851元/平米
万科经典F户型，安静位置 业主诚意出售随时可以签约,万科城紫兰苑 _ 新郑大,3室1厅 | 89.85平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,"VR看装修,房本满两年,随时看房",124万,单价13801元/平米
满五唯一，南北通透河景房，阳台和卧室无遮挡视野开阔,万科城紫兰苑 _ 新郑大,3室2厅 | 89.72平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,"VR房源,房本满两年,随时看房",126万,单价14044元/平米
三环内建业精装大三房 边户全明户型,五龙新城香榭园 _ 五龙口,3室2厅 | 111.69平米 | 西南 | 精装 | 低楼层(共33层)  | 板楼,"VR看装修,房本满五年,随时看房",150万,单价13431元/平米
满五唯一，无抵押，全明户型，客厅带阳台，卧室带飘窗,升龙又一城1号院 _ 新郑大,1室1厅 | 47.69平米 | 北 | 简装 | 低楼层(共33层)  | 板塔结合,"近地铁,VR看装修,房本满两年,随时看房",60万,单价12582元/平米
祝福红城四期   精装小两房   业主诚心卖房  采光好,祝福红城 _ 石佛,2室1厅 | 68.59平米 | 南 西 | 简装 | 中楼层(共34层)  | 板塔结合,"VR看装修,房本满两年,随时看房",91万,单价13268元/平米
南北通透三房 精装修拎包入住 好楼层 采光无遮挡,谦祥万和城二期 _ 新郑大,3室2厅 | 115.5平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",169万,单价14633元/平米
户型方正格局好，全明户型通风好,万丰慧城 _ 石佛,3室2厅 | 109.31平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,"VR看装修,房本满两年,随时看房",138万,单价12625元/平米
随时看房 光线充足 保养较好 房主爱惜,五龙新城香榭园 _ 五龙口,3室1厅 | 88.08平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,"VR看装修,房本满两年,随时看房",114.9万,单价13045元/平米
工大旁 谦祥万和城 满五唯一 精装婚房 拎包入住,谦祥万和城一期 _ 新郑大,2室1厅 | 71.14平米 | 西南 | 精装 | 高楼层(共34层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",99万,单价13917元/平米
精装全明户型，24小时物业管理，配套设施齐全,朗悦·公园道1号·誉园 _ 新郑大,4室2厅 | 111.23平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,"近地铁,VR看装修,商业类",210万,单价18880元/平米
公园道南苑 3室2厅 南 北,公园道南苑 _ 新郑大,3室2厅 | 86.81平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,"VR看装修,房本满两年",159万,单价18316元/平米
万科城朝南三房 现房均价12000+ 换房靠谱出售 随时看,万科城秋棠苑 _ 新郑大,3室2厅 | 88.24平米 | 西南 | 简装 | 中楼层(共34层)  | 板塔结合,"VR看装修,房本满两年",111万,单价12580元/平米
楼下就是花园 紫兰苑E户型 中间楼层 两梯四户换房急售,万科城紫兰苑 _ 新郑大,3室2厅 | 89.63平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,"VR看装修,房本满两年",125万,单价13947元/平米
三房两厅一厨一卫，满五唯一，诚心出售,万科城紫兰苑 _ 新郑大,3室2厅 | 85.11平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,"VR看装修,房本满五年",113万,单价13277元/平米
满五唯一  郑州园林景观小区 纯南户型采光好,公园道南苑 _ 新郑大,3室2厅 | 90.81平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,"VR看装修,房本满两年",159万,单价17510元/平米
万科城 朝南3房 满五唯一 精装自住  业主换房急售,万科城紫兰苑 _ 新郑大,3室2厅 | 85.23平米 | 西南 东南 | 简装 | 低楼层(共34层)  | 板楼,"VR房源,房本满五年",115万,单价13493元/平米
三环内精装大三房 温馨舒适 配套齐全 业主诚心卖,通和盛世 _ 五龙口,3室2厅 | 108.81平米 | 南 北 | 精装 | 28层  | 板楼,"VR看装修,房本满五年",117万,单价10753元/平米
满五唯一，两卧朝南，业主诚心出售。,红河瀛园一期东院 _ 五龙口,2室1厅 | 100.93平米 | 南 | 简装 | 低楼层(共17层)  | 板楼,"VR看装修,房本满五年,商业类",99万,单价9809元/平米
满五唯一.带地下室 地铁口 精装双气， 纯南户型采光好,通和明镜台 _ 五龙口,2室2厅 | 76.24平米 | 东南 | 精装 | 6层  | 板楼,"VR看装修,房本满五年,商业类",95万,单价12461元/平米
小户型满五唯一，采光充足，交通便利,升龙又一城2号院 _ 新郑大,1室0厅 | 46.91平米 | 东南 | 简装 | 中楼层(共24层)  | 板塔结合,"近地铁,VR看装修,房本满五年",46.9万,单价9998元/平米
通和盛世舒适大三房，三环内，只交契税，配套齐全！,通和盛世 _ 五龙口,3室2厅 | 108.4平米 | 南 东南 | 精装 | 26层  | 板塔结合,"VR看装修,随时看房,商业类",122万,单价11255元/平米
房子2+1户型，精装修，看房方便,托斯卡纳 _ 五龙口,3室1厅 | 84.31平米 | 南 | 精装 | 15层  | 板塔结合,"VR房源,随时看房",110万,单价13048元/平米
金科城一期 两室两厅 看房方便 业主急售,金科城一期 _ 石佛,2室2厅 | 78.73平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,"VR房源,随时看房",165万,单价20958元/平米
70年 LOFT  满五 唯 一  年轻人有属于自己的私人空间,托斯卡纳 _ 五龙口,2室1厅 | 37.74平米 | 北 | 精装 | 20层  | 板塔结合,"VR房源,房本满五年,随时看房",55万,单价14574元/平米
高新锦华苑标准一室一厅满两年业主诚心出售,高新·锦华苑 _ 新郑大,1室1厅 | 56.08平米 | 南 | 简装 | 中楼层(共11层)  | 板塔结合,"VR看装修,房本满五年,随时看房",75万,单价13374元/平米
公园道 B4户型 全款房 不临街,朗悦公园道1号玺园 _ 新郑大,3室2厅 | 88.65平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 塔楼,"VR看装修,随时看房",160万,单价18049元/平米
阳光刺眼  视野开阔  交通便利  满五唯一,升龙又一城2号院 _ 新郑大,1室0厅 | 46.91平米 | 东北 | 精装 | 中楼层(共24层)  | 板塔结合,"近地铁,VR看装修,房本满五年,随时看房",48万,单价10233元/平米
三环内，通和盛世宽敞舒适大三房，满五唯一精装双气,通和盛世 _ 五龙口,3室1厅 | 99.27平米 | 南 北 | 精装 | 26层  | 塔楼,"VR房源,商业类",112万,单价11283元/平米
房子是一手业主，税费低，接地气,托斯卡纳 _ 五龙口,3室2厅 | 88.18平米 | 西北 | 精装 | 15层  | 板楼,"VR房源,房本满两年",99.5万,单价11284元/平米
楼下人造胡，精装修，空中观景房，户型方正,非常旺角望湖花园 _ 五龙口,2室2厅 | 92.57平米 | 南 | 精装 | 27层  | 板塔结合,"VR看装修,房本满五年",116万,单价12532元/平米
满五唯一，边户南北通透，全明户型采光好,美景菩提 _ 石佛,3室2厅 | 91.93平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,"VR看装修,房本满五年",158万,单价17187元/平米
三环内7年低层稀有户型 配两个大露台 商圈成熟地段好,通和明镜台 _ 五龙口,4室2厅 | 122.41平米 | 南 | 精装 | 6层  | 板楼,"VR房源,房本满五年",130万,单价10621元/平米
河景房 万科城 业主诚心出售 家具家电可以留下,万科城紫兰苑 _ 新郑大,3室2厅 | 89.31平米 | 南 西 | 其他 | 中楼层(共34层)  | 板楼,"VR看装修,房本满两年",130万,单价14557元/平米
纯南户型，业主诚心出售.今年11月份满五唯一,睿智禧园 _ 石佛,3室1厅 | 86.7平米 | 南 | 简装 | 高楼层(共24层)  | 板楼,"近地铁,VR看装修,房本满五年",117万,单价13495元/平米
双气小区 经济实用小三房 中间楼层 精装修,中原制药厂家属院 _ 石佛,3室2厅 | 72.5平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,"VR看装修,房本满两年",72万,单价9932元/平米
红河瀛园一期 电梯小高层 全明户型 诚心出售,红河瀛园一期东院 _ 五龙口,2室1厅 | 100.93平米 | 南 | 简装 | 高楼层(共17层)  | 板楼,"VR看装修,房本满五年",106.9万,单价10592元/平米
视野开阔，采光充足，配套设施齐全，交通便利,恒大翡翠华庭 _ 石佛,3室2厅 | 115.76平米 | 南 北 | 精装 | 中楼层(共26层)  | 塔楼,VR看装修,185万,单价15982元/平米
房子满五唯一 方正 户型好 采光好,荣邦城 _ 石佛,3室2厅 | 131.07平米 | 南 西南 | 精装 | 高楼层(共27层)  | 板楼,"VR看装修,房本满两年",186万,单价14191元/平米
高新区门户，通透大三房精装中间楼层，看房有钥匙,裕华满园 _ 新郑大,3室2厅 | 119.17平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,"VR看装修,随时看房",140万,单价11748元/平米
看房方便有钥匙楼层中间楼层采光好,翰林国际城桃李园小区 _ 新郑大,3室2厅 | 124.21平米 | 南 北 | 简装 | 中楼层(共34层)  | 板楼,"近地铁,VR看装修,随时看房",160万,单价12882元/平米
高新区高档小区 边户的户型 比较方正的房子双气地铁口,升龙又一城2号院 _ 新郑大,3室2厅 | 111.05平米 | 南 北 | 简装 | 低楼层(共34层)  | 板塔结合,"近地铁,VR看装修,随时看房",150万,单价13508元/平米
地铁口精装小两室 中间楼层 有房本随时过户 看房方便,裕华满园 _ 新郑大,2室2厅 | 82.01平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,"VR看装修,随时看房,商业类",92万,单价11219元/平米
社区环境好，绿化高，交通便利人口密度低,托斯卡纳 _ 五龙口,2室1厅 | 37.7平米 | 北 | 简装 | 20层  | 板塔结合,"VR房源,房本满五年",51万,单价13528元/平米
三环内平层、南、北户型，大客厅、大卧室、满五年税少,托斯卡纳 _ 五龙口,3室2厅 | 97.73平米 | 南 北 | 精装 | 15层  | 板楼,"VR房源,随时看房",120万,单价12279元/平米
万福园，朝南毛坯三房，业主急售，看房方便。,金锣湾万福园 _ 管南区域,3室1厅 | 95平米 | 南 | 毛坯 | 高楼层(共30层)  | 塔楼,"近地铁,VR看装修,房本满两年,随时看房,商业类",140万,单价14737元/平米
澜湾优质大三房，满五唯一，通透户型！,绿都澜湾桂园 _ 管南区域,3室2厅 | 126.37平米 | 南 | 简装 | 低楼层(共34层)  | 塔楼,"VR看装修,房本满两年,随时看房",206万,单价16302元/平米
奥兰和园大四房，满两年诚心卖，看房提前联系,奥兰和园 _ 管南区域,4室2厅 | 130.6平米 | 西南 | 毛坯 | 高楼层(共24层)  | 塔楼,"近地铁,VR看装修,房本满两年,随时看房",222万,单价16999元/平米
满五唯一 精装自住 中间好楼层 视野佳采光好,橄榄城伍号院 _ 万客来,3室1厅 | 89.36平米 | 东南 | 简装 | 中楼层(共26层)  | 板楼,"VR看装修,房本满两年",132万,单价14772元/平米
2010年双气，全明两房！有车位，拎包入住。满五唯一。,朝阳御景 _ 凤凰路,2室2厅 | 83.91平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,"近地铁,VR看装修,房本满五年,商业类",129.5万,单价15434元/平米
地铁口，满五唯一，权属清晰，无抵押贷款，户型好,花都港湾 _ 万客来,3室1厅 | 138.42平米 | 南 | 精装 | 低楼层(共15层)  | 板楼,"近地铁,VR看装修,房本满五年,商业类",170万,单价12282元/平米
满五唯一含车位和一个9平米储藏室，家具较全,绿都紫荆华庭雅园 _ 管南区域,3室2厅 | 100.32平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,"近地铁,VR看装修,房本满两年,商业类",175万,单价17445元/平米
金色港湾电梯复式  豪哗装修 满五年,正商金色港湾 _ 管南区域,7室2厅 | 302.72平米 | 南 北 | 精装 | 高楼层(共15层)  | 板楼,"近地铁,VR房源,房本满五年,随时看房",309万,单价10208元/平米
三环里小三房，户型方正，公摊少，看房有钥匙，诚售,清和苑 _ 万客来,3室2厅 | 92.42平米 | 东北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房,商业类",117万,单价12660元/平米
人车分流，物业是正商自己 的物业，安保服务也到位,正商中州城百合园 _ 管南区域,2室1厅 | 88.27平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,"VR看装修,房本满五年,随时看房,商业类",115万,单价13029元/平米
花都满五年唯一.业主急售急售.中间楼层通透大二房！,花都港湾 _ 万客来,2室2厅 | 92.84平米 | 南 | 简装 | 中楼层(共15层)  | 板楼,"近地铁,VR房源,房本满五年,随时看房,商业类",120万,单价12926元/平米
七里香堤  精装修  户型方正  诚信出售  随时看房,七里香堤 _ 管南区域,3室1厅 | 88.4平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,"VR看装修,房本满两年,随时看房",145万,单价16403元/平米
